label,penaltyCost,pickupArrivalWaypoint,pickupDuration,pickupCost,pickupStartTime,pickupSoftStartTime,pickupEndTime,pickupSoftEndTime,pickupCostPerHourBeforeSoftStartTime,pickupCostPerHourAfterSoftStartTime,pickupCostPerHourAfterSoftEndTime,deliveryArrivalWaypoint,deliveryDuration,deliveryCost,deliveryStartTime,deliverySoftStartTime,deliveryEndTime,deliverySoftEndTime,deliveryCostPerHourBeforeSoftStartTime,deliveryCostPerHourAfterSoftEndTime,loadDemand1Type,loadDemand1Value,loadDemand2Type,loadDemand2Value,loadDemand3Type,loadDemand3Value,loadDemand4Type,loadDemand4Value,allowedVehicleIndices
Order - 99,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4020773, 26.15652017",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 100,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50833095, 25.97008168",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 101,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36280132, 25.98646051",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 102,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37910298, 25.99266039",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 103,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45622227, 26.24599395",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 104,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52197885, 26.00072928",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 105,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45971232, 26.23748998",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 106,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46454427, 26.18614168",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 107,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4511948, 26.2545489",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 108,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4133286, 25.9894476",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 109,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4524158, 26.24758761",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 110,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40751287, 26.12876371",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 111,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49487463, 26.18249103",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 112,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36407442, 26.02195825",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 113,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41268681, 26.1106608",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 114,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42975635, 26.08379162",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 115,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38491572, 26.01200868",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 116,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40517432, 26.07290267",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 117,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50645528, 25.97447958",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 118,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41938663, 25.97108106",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 119,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36531776, 26.04278583",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 120,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44017962, 25.97234728",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 121,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42091655, 26.00724506",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 122,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51513004, 25.99183969",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 123,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47876068, 26.0800611",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 124,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50205146, 25.9547225",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 125,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51744801, 25.95282",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 126,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42901405, 26.22419171",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 127,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42796031, 26.08077685",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 128,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38233597, 26.06296696",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 129,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46614965, 26.2053926",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 130,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41625337, 26.09701511",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 131,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50381321, 26.06454058",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 132,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43243421, 26.09387675",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 133,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46487232, 26.08828051",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 134,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36326447, 26.02171052",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 135,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4304073, 26.11219419",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 136,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48305524, 25.97775187",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 137,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44317934, 26.07838865",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 138,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47297011, 26.20079718",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 139,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42392101, 26.12806453",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 140,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46979483, 26.00047044",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 141,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43574189, 26.23196215",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 142,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44204763, 26.13088066",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 143,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36748915, 26.12746125",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 144,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42044083, 26.06741193",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 145,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42909932, 26.02523145",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 146,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37919482, 25.98846181",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 147,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39817606, 26.10078395",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 148,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36529596, 26.08026699",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 149,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41519172, 26.00528685",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 150,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51720102, 25.99849051",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 151,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45709608, 26.18217633",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 152,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43584536, 26.2425761",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 153,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47876922, 26.14032994",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 154,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41013173, 26.02472871",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 155,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38804302, 26.04759183",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 156,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47507955, 26.06553575",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 157,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45101286, 26.0309132",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 158,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4255869, 26.05269832",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 159,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42082854, 26.12840197",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 160,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51603729, 25.94641832",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 161,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48244957, 26.02550941",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 162,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46646209, 26.01825595",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 163,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36646658, 25.99180764",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 164,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40800684, 26.11879864",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 165,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48663992, 26.19760368",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 166,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37154252, 26.11798925",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 167,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49517383, 26.14744782",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 168,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36907632, 26.03462247",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 169,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44036977, 26.00905002",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 170,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.35301229, 26.01054224",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 171,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48768242, 26.09234207",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 172,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43865359, 25.97113511",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 173,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47386005, 26.23276834",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 174,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4896022, 26.15898856",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 175,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39841931, 26.10174338",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 176,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38887666, 26.06831805",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 177,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44384331, 26.19888709",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 178,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44084475, 26.02404946",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 179,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3676011, 26.10583728",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 180,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48169994, 26.14702811",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 181,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41681273, 26.05518609",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 182,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4277365, 26.22270735",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 183,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46923469, 25.99855544",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 184,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40966511, 26.00271494",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 185,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44350976, 25.98508042",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 186,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44728729, 26.24018448",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 187,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37596216, 26.01783817",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 188,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41706496, 26.11837004",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 189,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45431888, 26.1524382",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 190,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41524229, 26.12691297",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 191,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48427741, 25.94574748",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 192,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48596454, 25.97739696",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 193,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42500776, 26.19369395",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 194,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3564973, 26.03475836",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 195,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.5060283, 25.99227176",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 196,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38470301, 26.08376068",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 197,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37644459, 26.07447075",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 198,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4238466, 26.14182275",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,1,,,,,,,
